utterance,intent,category,tags,intent_label
what's the correct way to loglevel nedir apache??,apache_logging_config,,,
any idea how i should handle: loglevel nedir apache??,apache_logging_config,,,
step-by-step for: loglevel nedir apache??,apache_logging_config,,,
loglevel nedir apache?,apache_logging_config,,,
can you help me with: log formatını nasıl özelleştiririm??,apache_logging_config,,,
i'm not sure how to: log formatını nasıl özelleştiririm?,apache_logging_config,,,
what's the correct way to log formatını nasıl özelleştiririm??,apache_logging_config,,,
any idea how i should handle: log formatını nasıl özelleştiririm??,apache_logging_config,,,
step-by-step for: log formatını nasıl özelleştiririm??,apache_logging_config,,,
log formatını nasıl özelleştiririm?,apache_logging_config,,,
can you help me with: apache loglarını json yapabilir miyim??,apache_logging_config,,,
i'm not sure how to: apache loglarını json yapabilir miyim?,apache_logging_config,,,
what's the correct way to apache loglarını json yapabilir miyim??,apache_logging_config,,,
any idea how i should handle: apache loglarını json yapabilir miyim??,apache_logging_config,,,
step-by-step for: apache loglarını json yapabilir miyim??,apache_logging_config,,,
apache loglarını json yapabilir miyim?,apache_logging_config,,,
can you help me with: log dosyası nereye yazılıyor??,apache_logging_config,,,
i'm not sure how to: log dosyası nereye yazılıyor?,apache_logging_config,,,
what's the correct way to log dosyası nereye yazılıyor??,apache_logging_config,,,
any idea how i should handle: log dosyası nereye yazılıyor??,apache_logging_config,,,
step-by-step for: log dosyası nereye yazılıyor??,apache_logging_config,,,
log dosyası nereye yazılıyor?,apache_logging_config,,,
can you help me with: hangi kullanıcı apache log yazar??,apache_logging_config,,,
i'm not sure how to: hangi kullanıcı apache log yazar?,apache_logging_config,,,
what's the correct way to hangi kullanıcı apache log yazar??,apache_logging_config,,,
any idea how i should handle: hangi kullanıcı apache log yazar??,apache_logging_config,,,
step-by-step for: hangi kullanıcı apache log yazar??,apache_logging_config,,,
hangi kullanıcı apache log yazar?,apache_logging_config,,,
can you help me with: apache access logu nasıl çalışır??,apache_logging_config,,,
i'm not sure how to: apache access logu nasıl çalışır?,apache_logging_config,,,
what's the correct way to apache access logu nasıl çalışır??,apache_logging_config,,,
any idea how i should handle: apache access logu nasıl çalışır??,apache_logging_config,,,
step-by-step for: apache access logu nasıl çalışır??,apache_logging_config,,,
apache access logu nasıl çalışır?,apache_logging_config,,,
can you help me with: apache’de logları döndürmek??,apache_logging_config,,,
i'm not sure how to: apache’de logları döndürmek?,apache_logging_config,,,
what's the correct way to apache’de logları döndürmek??,apache_logging_config,,,
any idea how i should handle: apache’de logları döndürmek??,apache_logging_config,,,
step-by-step for: apache’de logları döndürmek??,apache_logging_config,,,
apache’de logları döndürmek?,apache_logging_config,,,
can you help me with: logrotate ile apache logları yönetmek??,apache_logging_config,,,
i'm not sure how to: logrotate ile apache logları yönetmek?,apache_logging_config,,,
what's the correct way to logrotate ile apache logları yönetmek??,apache_logging_config,,,
any idea how i should handle: logrotate ile apache logları yönetmek??,apache_logging_config,,,
step-by-step for: logrotate ile apache logları yönetmek??,apache_logging_config,,,
logrotate ile apache logları yönetmek?,apache_logging_config,,,
can you help me with: apache log format nedir??,apache_logging_config,,,
i'm not sure how to: apache log format nedir?,apache_logging_config,,,
what's the correct way to apache log format nedir??,apache_logging_config,,,
any idea how i should handle: apache log format nedir??,apache_logging_config,,,
step-by-step for: apache log format nedir??,apache_logging_config,,,
apache log format nedir?,apache_logging_config,,,
can you help me with: combined log format ne işe yarar??,apache_logging_config,,,
i'm not sure how to: combined log format ne işe yarar?,apache_logging_config,,,
what's the correct way to combined log format ne işe yarar??,apache_logging_config,,,
any idea how i should handle: combined log format ne işe yarar??,apache_logging_config,,,
step-by-step for: combined log format ne işe yarar??,apache_logging_config,,,
combined log format ne işe yarar?,apache_logging_config,,,
can you help me with: apache’de debug log nasıl açılır??,apache_logging_config,,,
i'm not sure how to: apache’de debug log nasıl açılır?,apache_logging_config,,,
what's the correct way to apache’de debug log nasıl açılır??,apache_logging_config,,,
any idea how i should handle: apache’de debug log nasıl açılır??,apache_logging_config,,,
step-by-step for: apache’de debug log nasıl açılır??,apache_logging_config,,,
apache’de debug log nasıl açılır?,apache_logging_config,,,
can you help me with: what is an mx record??,dns_record_mx,,,
i'm not sure how to: what is an mx record?,dns_record_mx,,,
what's the correct way to what is an mx record??,dns_record_mx,,,
any idea how i should handle: what is an mx record??,dns_record_mx,,,
step-by-step for: what is an mx record??,dns_record_mx,,,
what is an mx record?,dns_record_mx,,,
can you help me with: mx kaydı ne işe yarar??,dns_record_mx,,,
i'm not sure how to: mx kaydı ne işe yarar?,dns_record_mx,,,
what's the correct way to mx kaydı ne işe yarar??,dns_record_mx,,,
any idea how i should handle: mx kaydı ne işe yarar??,dns_record_mx,,,
step-by-step for: mx kaydı ne işe yarar??,dns_record_mx,,,
mx kaydı ne işe yarar?,dns_record_mx,,,
can you help me with: e-posta için hangi dns kaydı??,dns_record_mx,,,
i'm not sure how to: e-posta için hangi dns kaydı?,dns_record_mx,,,
what's the correct way to e-posta için hangi dns kaydı??,dns_record_mx,,,
any idea how i should handle: e-posta için hangi dns kaydı??,dns_record_mx,,,
step-by-step for: e-posta için hangi dns kaydı??,dns_record_mx,,,
e-posta için hangi dns kaydı?,dns_record_mx,,,
can you help me with: mail server dns yapılandırması??,dns_record_mx,,,
i'm not sure how to: mail server dns yapılandırması?,dns_record_mx,,,
what's the correct way to mail server dns yapılandırması??,dns_record_mx,,,
any idea how i should handle: mail server dns yapılandırması??,dns_record_mx,,,
step-by-step for: mail server dns yapılandırması??,dns_record_mx,,,
mail server dns yapılandırması?,dns_record_mx,,,
can you help me with: mx ve a kaydı farkı??,dns_record_mx,,,
i'm not sure how to: mx ve a kaydı farkı?,dns_record_mx,,,
what's the correct way to mx ve a kaydı farkı??,dns_record_mx,,,
any idea how i should handle: mx ve a kaydı farkı??,dns_record_mx,,,
step-by-step for: mx ve a kaydı farkı??,dns_record_mx,,,
mx ve a kaydı farkı?,dns_record_mx,,,
can you help me with: how to add mx record??,dns_record_mx,,,
i'm not sure how to: how to add mx record?,dns_record_mx,,,
what's the correct way to how to add mx record??,dns_record_mx,,,
any idea how i should handle: how to add mx record??,dns_record_mx,,,
step-by-step for: how to add mx record??,dns_record_mx,,,
how to add mx record?,dns_record_mx,,,
can you help me with: mx record lookup nasıl yapılır??,dns_record_mx,,,
i'm not sure how to: mx record lookup nasıl yapılır?,dns_record_mx,,,
what's the correct way to mx record lookup nasıl yapılır??,dns_record_mx,,,
any idea how i should handle: mx record lookup nasıl yapılır??,dns_record_mx,,,
step-by-step for: mx record lookup nasıl yapılır??,dns_record_mx,,,
mx record lookup nasıl yapılır?,dns_record_mx,,,
can you help me with: which tool checks mx??,dns_record_mx,,,
i'm not sure how to: which tool checks mx?,dns_record_mx,,,
what's the correct way to which tool checks mx??,dns_record_mx,,,
any idea how i should handle: which tool checks mx??,dns_record_mx,,,
step-by-step for: which tool checks mx??,dns_record_mx,,,
which tool checks mx?,dns_record_mx,,,
can you help me with: mx priority ne anlama gelir??,dns_record_mx,,,
i'm not sure how to: mx priority ne anlama gelir?,dns_record_mx,,,
what's the correct way to mx priority ne anlama gelir??,dns_record_mx,,,
any idea how i should handle: mx priority ne anlama gelir??,dns_record_mx,,,
step-by-step for: mx priority ne anlama gelir??,dns_record_mx,,,
mx priority ne anlama gelir?,dns_record_mx,,,
can you help me with: mx kaydı olmadan e-posta gider mi??,dns_record_mx,,,
i'm not sure how to: mx kaydı olmadan e-posta gider mi?,dns_record_mx,,,
what's the correct way to mx kaydı olmadan e-posta gider mi??,dns_record_mx,,,
any idea how i should handle: mx kaydı olmadan e-posta gider mi??,dns_record_mx,,,
step-by-step for: mx kaydı olmadan e-posta gider mi??,dns_record_mx,,,
mx kaydı olmadan e-posta gider mi?,dns_record_mx,,,
can you help me with: mx kaydını nasıl doğrularım??,dns_record_mx,,,
i'm not sure how to: mx kaydını nasıl doğrularım?,dns_record_mx,,,
what's the correct way to mx kaydını nasıl doğrularım??,dns_record_mx,,,
any idea how i should handle: mx kaydını nasıl doğrularım??,dns_record_mx,,,
step-by-step for: mx kaydını nasıl doğrularım??,dns_record_mx,,,
mx kaydını nasıl doğrularım?,dns_record_mx,,,
can you help me with: ttl süresi önemli mi mx için??,dns_record_mx,,,
i'm not sure how to: ttl süresi önemli mi mx için?,dns_record_mx,,,
what's the correct way to ttl süresi önemli mi mx için??,dns_record_mx,,,
any idea how i should handle: ttl süresi önemli mi mx için??,dns_record_mx,,,
step-by-step for: ttl süresi önemli mi mx için??,dns_record_mx,,,
ttl süresi önemli mi mx için?,dns_record_mx,,,
can you help me with: mx dns kaydı örneği??,dns_record_mx,,,
i'm not sure how to: mx dns kaydı örneği?,dns_record_mx,,,
what's the correct way to mx dns kaydı örneği??,dns_record_mx,,,
any idea how i should handle: mx dns kaydı örneği??,dns_record_mx,,,
step-by-step for: mx dns kaydı örneği??,dns_record_mx,,,
mx dns kaydı örneği?,dns_record_mx,,,
can you help me with: birden fazla mx olabilir mi??,dns_record_mx,,,
i'm not sure how to: birden fazla mx olabilir mi?,dns_record_mx,,,
what's the correct way to birden fazla mx olabilir mi??,dns_record_mx,,,
any idea how i should handle: birden fazla mx olabilir mi??,dns_record_mx,,,
step-by-step for: birden fazla mx olabilir mi??,dns_record_mx,,,
birden fazla mx olabilir mi?,dns_record_mx,,,
can you help me with: cloudflare’da mx ayarı nasıl yapılır??,dns_record_mx,,,
i'm not sure how to: cloudflare’da mx ayarı nasıl yapılır?,dns_record_mx,,,
what's the correct way to cloudflare’da mx ayarı nasıl yapılır??,dns_record_mx,,,
any idea how i should handle: cloudflare’da mx ayarı nasıl yapılır??,dns_record_mx,,,
step-by-step for: cloudflare’da mx ayarı nasıl yapılır??,dns_record_mx,,,
cloudflare’da mx ayarı nasıl yapılır?,dns_record_mx,,,
can you help me with: prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
i'm not sure how to: prometheus kurulumu nasıl yapılır?,prometheus_installation,,,
what's the correct way to prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
any idea how i should handle: prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
step-by-step for: prometheus kurulumu nasıl yapılır??,prometheus_installation,,,
prometheus kurulumu nasıl yapılır?,prometheus_installation,,,
can you help me with: prometheus hangi portu kullanır??,prometheus_installation,,,
i'm not sure how to: prometheus hangi portu kullanır?,prometheus_installation,,,
what's the correct way to prometheus hangi portu kullanır??,prometheus_installation,,,
any idea how i should handle: prometheus hangi portu kullanır??,prometheus_installation,,,
step-by-step for: prometheus hangi portu kullanır??,prometheus_installation,,,
prometheus hangi portu kullanır?,prometheus_installation,,,
can you help me with: yaml ile prometheus nasıl deploy edilir??,prometheus_installation,,,
i'm not sure how to: yaml ile prometheus nasıl deploy edilir?,prometheus_installation,,,
what's the correct way to yaml ile prometheus nasıl deploy edilir??,prometheus_installation,,,
any idea how i should handle: yaml ile prometheus nasıl deploy edilir??,prometheus_installation,,,
step-by-step for: yaml ile prometheus nasıl deploy edilir??,prometheus_installation,,,
yaml ile prometheus nasıl deploy edilir?,prometheus_installation,,,
can you help me with: prometheus config.yml örneği??,prometheus_installation,,,
i'm not sure how to: prometheus config.yml örneği?,prometheus_installation,,,
what's the correct way to prometheus config.yml örneği??,prometheus_installation,,,
